ID,Sikayet Icerigi
5162,"Vodafone İlhan Duman Avukatlık Bürosu'ndan iade edilmesi gereken tutarın, yaklaşık 1 aydır türlü sebeplere dayanarak ki bu onların talep ettiği dosyalar ama maalesef her seferinde evrak yok deyip talep açıyorlar. Bu kadar büyük Vodafone, böyle beceriksizlik yapan ekiple nasıl anlaşır anlamış değilim ve en kısa sürede Vodafone aboneliğimden çıkacağım."
5163,"Samsung A23 kullanıyorum. Bir haftadır sessizde olmasına rağmen hiçbir şey yokken ses çıkarıyor. Bildirim sesi gibi bir ses çıkarıyor. Bazen sessize aldığımda kendi kendine titriyor fakat bildirim vs. yok. 1 senedir kullanıyorum, cihaz henüz çok yeni. Güncellemelerden sonra bu problem çıktı."
5164,"Türk Telekom internetini kullanıyoruz. Yıllardır şu an sorun yaşıyorum. Sürekli kesiliyor. Arıza kaydında bulunduk, 2 haftadır geleceklerini söyleyip gelmiyorlar. Kesinlikle hizmet 0, işlerini yapmıyorlar. Sabah 8:30-13:30 arası geliriz diyorlar, bizi eve hapsediyorlar. Sonrasında ne gelen var ne giden, ne de bir arayıp haber verme var."
5165,İki yıldır Zürih sigorta müşterisiyim. Bu yıl kaskodan mini onarım çerçevesinde onarım yaptırmak için başvuru da bulundum. Aracımın cam kenarındaki boya atmasını mini onarım çerçevesinde yapılamayacağı yönünde görüş bildirmiştir. Avuç içi kadar bir onarımı sudan bahaneler üreterek müşterileri mağdur etmenin şirket olarak nasıl bir faydası var anlamış değilim. Zürih sigorta mı asla. Bir müşteri kaybı=10 müşteri çevreme ileteceğim firma olarak sorumluluklarınızı. Teşekkürler Zürih Sigorta.
5166,"27.06.2024 tarihinde yurt dışındaki bir banka tarafından Enpara euro hesabıma önce Family Loan (Aile Borcu) açıklamasıyla 5000 euro para geldi. Bu transferde hiçbir sorun yaşamadım. Para hesabıma geldi. Ertesi gün aynı kişi tarafından aynı yurt dışı bankası üzerinden ve aynı Family Loan açıklamasıyla 2150 euro para gönderildi fakat bu para Enpara tarafından askıya alındı ve hesabıma yatırılmadı. Gerekçe olarak SWIFT açıklamasında kredi tanımının geçtiğini söylediler. Halbuki herhangi bir kredi tanımı yazmıyor, tamamen İngilizce bilmeyen çalışanın hatası yüzünden ben tam 5 gündür 2150 euro paramı bekliyorum. Enpara'ya telefonla ulaşmak imkansız, direkt uygulamaya yönlendiriyor. Sadece yazılı olarak mesajlaşabiliyorum, oradaki arkadaşlar da hiçbir bilgiye sahip değiller ve bana bir açıklama yapamıyorlar. 5 gün oldu hala karşımda bir muhatap yok. Tamamen Enpara'nın kendi hatasından dolayı mağdur olmuş durumdayım ama bu mağduriyetimi giderecek bir çabaları da yok. Enpara beni çok çaresiz bir şekilde bekletiyor. Benim paramı lütfen verin, çok temel bir şey talep ediyorum sizden. En azından telefonla arayıp sürecin detaylarını anlatın. Yapay zeka benzeri cevaplarla iletişime geçerek sorunu çözemiyoruz."
5167,Horoz Lojistik ürünümü. Teslim etmiyor 01.06.2024 tarihinde. N 11 üzerinden. Aldığım ürünümü. 1 ayı geçmesine ve her gün müşteri hizmetlerini aramamıza rağmen teslim etmiyor. Bu zararımızı. Kim karşılayacak acaba? Defalarca aramamıza rağmen çözüm yok
5168,Trendyol uygulamasından Trendyol'un kendi satıcısından bilgisayar aldım. Ben aldıktan bir gün sonra 5 bin TL zam geldi ve ne tesadüf ki zamdan sonra kargonun yolda hasar gördüğü gerekçesiyle iade işleminin başlatıldığına dair bir mesaj aldım. Bu konuda değişim talep etsem de mümkün olmadığını söylediler. Yani kısaca zamlı fiyattan tekrar almamı istiyorlar. Bu konuda yardımcı olunması lazım.
5169,"Reklamlardan ve para ödeyip influencerlardan yaptırdıkları reklamlardan inanarak aldığımız halı, ortası lekeli geldi ve hiçbir ilgi göstermeden süreci zorlaştırdılar. 'Biz zaten malımızı sattık' havasındalar. Qua Halı pişmanlıktır. Biraz sayfa analizinden sonra bot hesaplarla yapıldığını görünce iyice pişman oldum."
5170,"Mavişehir şubesinden yatak odası takımı aldım, montajı yapıldı. 2 hafta kullandık, yurt dışına gittik. 1 hafta önce geldik, yatak içine göçmeye başladı. Sadece 2 hafta kullanılan yatağın altındaki ayaklar kırılmış. Bu kadar kalitesiz bir ürün olamaz. Doğtaş diye aldık. Paramızla rezil olduk."
5171,Ankara Honda Efe'de yeni aldığım aracın sigortası yapıldı denilmişti. Ama 1 ay sonra öğrendim ki yapılmamış. Bir kazaya karışılsaydı çok fazla mağdur olacaktım. Aracı alıp kasko ve sigorta yapılana kadar çok ilgililer ama araç alınıp sigortaları yapıldıktan sonra ulaşmak neredeyse imkansız oluyor. 1000 km servis randevusunu bile tehditkar konuşmamdan sonra ancak ayarlayabildim. 
5172,Eylül ayının başında Erasmus programı ile İspanya'ya gitmem gerekiyor fakat 2 aydır sabah akşam randevu kovalamama rağmen hiçbir şekilde randevu alamıyorum. Vize randevusunu iptal edecek olan varsa lütfen benimle iletişime geçebilir mi. Çok fazla stres yapmaya başladım. Teşekkürler.
5173,Apple Zorlu Store'dan Homepod satın aldım. 6 aylık Apple Music ücretsiz şeklinde yönlendirme yapıldı ancak eve geldiğimizde bu ücretsiz servisin olmadığını öğrendim. Daha önceden ücretsiz Apple Music olduğu için bundan faydalanamıyormuşum. Keşke bunu satıştan evvel beyan etseydiniz.
5174,"27.06.2024 tarihinde PC2795 numaralı Samsun-İstanbul Pegasus Havayolları firması ile uçuşumuz aynı gece 3 kez toplamda yaklaşık 6-7 rötar yapmış ve saat 22.45 olan uçuş sabaha karşı 04.45 gibi iptal edilmiştir. Pegasus firmasına ait hiçbir yetkili yokken ve hiçbir şekilde sonraki uçuş veya nasıl gidileceği hakkında net bilgi verilmemiş, ilerleyen saatlerde ek olarak uçakla gidileceği bilgisi verilmiştir. Pegasus bu gibi olumsuzlukları sürekli yapıyor, tazminat hakkımı kullanmak istiyorum. 1 saatlik uçuş toplamda 17 saat sürmüştür. Çocuklu, yaşlı birçok insan mağdur edilmiştir ve firma hala 'başvurunuz değerlendirilip bilgi verilecektir' cevabı vermektedir. Pegasus, ya bu işi doğru düzgün yapın ya da bırakın. Her zaman aynı sorunlarla karşılaşmak zorunda değiliz."
5175,"Çukurova Kaymakamlığı'na, Çukurova ilçesinin Belediye Evleri Mahallesi 84233. Sokakta, 5 bloklu sitenin bir bloğu, hakim ve savcıların oturduğu apartman 3+1 daireler, 3 yıl önce nedeni belli olmayan sebeplerden dolayı boşaltıldı. Binanın güvenliğini sağlayan polis noktası da boşaltıldı. Kısaca apartman devletimize ait olmasına rağmen terk edilmesinin ardından bina, uygun olmayan kişilere mesken olmaya başladı. Adalet Bakanlığı'na durumu bildirmemize rağmen, başsavcılığın sorumlusu olduğunu bildiğimiz binanın deprem sonrası sağlam olduğu tescil edilmesine rağmen, binanın elektriği de kesik olmasından dolayı bina bakımsızlıktan çürümeye terk edildi. Binanın içerisinde malzemeler uygun olmayan kişilere mesken olmaya başladı. Lütfen sağlamlığı deprem sonrası tescil edilen apartman Adalet Bakanlığı uhdesindedir. 60 dairenin bir an önce faaliyete geçirilmesi için gereğinin yapılmasını arz ederiz. Zambak Apartmanı, Defne Apartmanı, Nilüfer Apartmanı ve diğer komşu apartmanlar adına gereğinin yapılmasını arz ederim. Muzaffer K*****"
5176,12.06.2024 de sipariş vermiş olduğum ürünün iade kargo kodunun 02.07.2024 saat 00:24'te dolacağını yazdığı için 2'sinde iade edemedim.
5177,"11 Haziran 2024 tarihinde Kurban Bayramı'ndan önce yetişmesini düşünerek Vans ALL Black ismiyle 1230₺'ye sattıkları ayakkabıyı satın aldım. O ayakkabının yerine 900₺ ücretle satılan Vans Old Skool ayakkabıyı paramparça bir kutu içinde gönderdiler. Gelen ayakkabının halini de resimlerde görebilirsiniz. Sonrasında durumu yazdığımda Azr Reklam Matbaa Turizm başlıklı bir şirket adına geri göndermemi istediler. MNG Kargo ile iade ettim. Bayramdan sonra göndereceğiz dediler, bayramdan sonra sorduğumda Bayram Tatili bittikten sonra değişim yapacağız dediler. Bayram tatili bittikten sonra da göndermediler. Ne telefonlara bakıyorlar ne de mesajlara cevap veriyorlar. Yanlış ve/veya kullanılamayacak kadar kusurlu ürün gönderip iadesini alıp sonra geri göndermiyorlar. Bu şikayeti de belki bir kişinin daha mağdur olmasını engelleyebilirim ümidi ile yazıyorum."
5178,PTT Kargo ürünümü teslim etmiyor!30 Haziranda Elazığ dağıtım merkezinde olan ürünüm kaç gün geçmesine rağmen dağıtıma çıkarılmıyor ürüne ihtiyacım var evde bekliyorum. Şubeyi arıyorum hiçbir şekilde cevap vermiyorlar PTT Kargo sürekli bunu yapıyor büyük pişmanlık bu kargo! Ürünümü derhal teslim edin aksi takdirde tüketici hakeme başvurusu yapacağım 😡😡😡
5179,Ocak aldım ama yemek yapmak imkansız nasıl bir mühendis tasarladıysa yok artık dedim. Başka marka indüksiyonlu ocağım vardı 3. Göz arızası verdi yerine Teka 64200ss indüksiyonlu Ocak aldım. Bu ocakta ısıyı kısma mantığı yok sadece kesme var en yüksek ayarda sürekli verdiği ısıyı en düşük ayarda aynı seviyede belirli aralıklarla veriyor. Ürünü kurdurdum arıza değil tamir olmaz. Ürünün mantığı bu ama mantıksızlık harikası kısık ateşte pişmesi gereken yemekleri yapamıyorum.
5180,"Merhaba, 2,5 ay önce Maltepe Park Emsan mağazasından iki takım yemek takımı sipariş verdik. Gümrükten geçemediği için iptal edilmiş bir takımın 4000₺ iadesi yapıldı. Ancak 2,5 aydır diğer kalan tutarın iadesini bekliyoruz. Gerekli yerlere bildirmişler, finans birimine de söyledik. Bankanızla alakalı diyorlar. Ebru Hanım, biz yapmamız gereken her şeyi yaptık. Şu an banka sürecinde, orasıyla da biz ilgilenmiyoruz diyorlar sürekli. Bu nasıl bir müşteri mağduriyetidir, bana söylesin biri lütfen."
5181,"Sıfır aldığımız Honda Civic aracın boyası 7 yılda kendiliğinden döküldü. Garanti kapsamına girmiyormuş! Simdi kazasız belasız aracı boyatıp değer kaybı yasayacağız, yetmedi bir de boyatma parası vereceğiz. Bu mudur Honda kalitesi, sadece 5 yıl mi? Garantiden iki yıl sonra boyası dökülmeye başlayan araç yapmak mi vizyonunuz?"
5182,"02.07.2024 Saat 10:20'de Metka Hukuk'tan mesaj geldi. Müvekkil firmamıza ait borcunuzu icra takibi başlamadan faiz indirimi ile ödeme yapmak için arayınız. Hiçbir satın alma ve kargo ile ürün alma iade işlemim olmadı, kabul etmiyorum. Yetkililerin işlem yapmasını rica ediyorum."
5183,"Merhaba, 25.06.2024 tarihinde yapmış olduğum kaza sonrasında, 27.06.2024 tarihinde aracımı servise bırakıp hasar dosyası açtırdım. Bir gün sonra eksper telefon ile arayarak 'Biz motosiklete bakmıyoruz, sigorta ile görüşün' diyerek servise bilgi vermiş. Aynı akşam SMS ile eksper değişikliği bilgisi verilip eksper değiştirildi. Bir gün sonra ikinci eksper de servisi arayarak 'Biz motora bakmıyoruz' diyor. İki ekspertiz firması atadınız, ikisi de sigortayı arayıp görüşün diyerek işin içinden çıkıyor. Lütfen firmada işini nasıl yapması gerektiğini bilen birisi konuyla ilgilenebilir mi?"
5184,"Deep Atelier markası üzerinden yaptığım 8.374 TL'lik alışveriş sonrası bedenleri olmadığı için iade etmek istedim. Yurt dışından geldiklerini iddia ederek kabul edemeyeceklerini, bunun yerine 3 yıl kullanılabilen çek gönderebileceklerini söylediler. Lakin ürünlerin herhangi bir şekilde yurt dışı ibaresi bulunmuyor sitede. Kendilerine Tüketici Hakem Heyeti'ne verdim hala savunmalarını vermediler. Avukatım kendilerinden faturayı istediğinde alışverişin çok sonrasında gönderdiler. Kendileri fatura kesmekte istemiyor. Alışveriş yapmadan önce keşke burayı okusaydım. Herkese aynı muamele yapılmış. Ciddi inceleme altına alınması gereken bir yer."
5185,Enuygun sitesinden 17 haziranda bilet aldım. Varış yeri yanlış seçtiğimiz için iptal edip yenisini aldım.
5186,"English Home'dan aldığım 12 adet supramdan sadece 2 tanesi geldi ve ben bunu geldiği günden beri mail yoluyla ya da müşteri hizmetleriyle iletişime geçiyorum, asla bir çözüm bulunmadı. Bu süreçte iade süresi de geçti. Sürekli beni sistemimiz kapalı diye oyalıyorlar. Yazık, cidden yazık. Bir iade işlemi gerçekleştirmek bu kadar zor olmamalı. Süresi de doldu, şu an iade sürecimin ne olacak hiç bilmiyorum."
5188,"Mediamarkt.com.tr üzerinden 31.05.2024 tarihinde verilen 36497643 numaralı siparişe ait PlayStation 5 Slim Oyun Konsolu ürünümüz aradan 1 ay geçmesine rağmen henüz tarafımıza ulaşmadı. Ürün Media Markt Çayırova/Kocaeli ana depodan çıkış yapıldı ve Yurtiçi Kargo Akse şubesi tarafından sevk işlemi yapılmıştır. Yurtiçi Kargo müşteri hizmetlerini arayarak aldığımız bilgiler doğrultusunda ürünün barkodu paket üzerinde olmadığı için tarafımıza gönderilmediği ve şubede bekletildiği, ürünün çıkışını yapan gönderici firmanın ürünü geri çekmesi gerektiğidir. Bu kapsamda Media Markt müşteri hizmetlerine 4-5 kayıt açtırmamıza rağmen her defasında size dönüş yapılacaktır yalanlarını dinliyoruz. Ne arayan var ne soran. 1 aydır aldığımız ürünün peşinde koşmaktan yorulduk. Alt tarafı çıkış yapan depo ürünü çalıştığı kargo firmasından geri alacak ve bize tekrar gönderecek. Bir ürünü göndermek bu kadar mı zor olur? Ya da insanları mağdur etmek bu kadar mı kolay olmalı? En kısa sürede sipariş vermiş olduğumuz ürünün tarafımıza gönderilmesini talep ediyoruz."
5189,2021 yılında konut kredisi çektim ve Akbank beni hiç bilgilendirmeden zorunlu olduğumu söylediği bir poliçeyi bana imzalatmış. 3 senedir iptal ettirmek istediğim poliçeyi iptal ettiremiyorum. Kredimin 2 katı poliçe bedeli ödüyorum. Aksigorta dışında başka sigorta yapmak istiyorum. Yapamazsınız diyorlar. Böyle bir dayatma olabilir mi? Ben bu yüksek poliçeyi ödemek istemiyorum. Aksigorta 342337645 numaralı poliçemi lütfen iptal etsin. Kayıtları imzalarken bana çaktırmadan imzalatmışlar. Bu duruma düşmeyin. Aksigortamın poliçemi iptal etmesini istiyorum!
5190,"Bugün sabah saatlerinde Aras Kargo'dan gelen kargocu, annem iki dakika isteyip müsait olmadığından geldiğinde, çok saygılı beyefendiden duyduğu hakaret kalmadı."
5191,"23 Haziran 2024 tarihinde Çiçek Sepeti uygulamasında bir sipariş verdim. Aldığım mağaza 24'ünde Aras Kargo'ya verdi. Teslim tarihi 26'sı demesine rağmen kargomun nerede olduğunu ne görebiliyorum ne de karşımda muhatap bulabiliyorum. Aras Kargo robot sekreter koymuş, müşteri temsilcisine ulaşmak mümkün değil. Çiçek Sepeti derseniz, 'şikayetiniz alındı' cümlesinden başka hiçbir cümle kurmayan, hiçbir işe yaramayan bir uygulama. Hiçbir şekilde ne Çiçek Sepeti'ni ne de Aras Kargo'yu tercih etmem."
5192,"Merhaba, Instagram'da ödüllü sayfa diye geçen Şifahane'den e-kitap satın aldım. Shopier sipariş numarası 959841179'dur ve kesinlikle anlatıldığı gibi değil. Yazılar bile anlaşılmıyor, semboller var. E-kitap diye satıp insanlardan 550 TL para alıyorlar. Şikayetçiyim, paramın iadesini talep ediyorum."
5193,"Taze Masadan alışveriş yaptım, yanlış ürün seçtiğimden ötürü iptalini sağladım aynı gün içerisinde fakat iade hesabıma geçmedi. Sodexo müşteri temsilcisi N**** ve G**** bana sokak ağzı bir üslupla cevap verdi. Benim sorunum çözülmedi. Benim paramın üstüne konamazsınız, yatmadığı takdirde gereken yerlere başvuracağım. Söz konusu para değil üsluptur."
5194,N11'den FLO mağazasından 204449155230 sipariş numaralı ayakkabı aldım. Ayakkabıyı hiç kullanmadım. Ayakkabı evin içinde terlettiği için iade talebi oluşturdum.
5195,"01.07.2024 tarihinde t. S***** Hukuk diye hukuk bürosu olduğunu söyleyen kişi/kişilerden 0312 905 59 23 numaralı telefon bilgileri içeren, 'Dosyanız hukuk büromuza devredilmiştir, mağdur olmamak için arayınız' şeklinde mesajlar aldım. Emin olmama rağmen ben kontrollerimi yaptığımda hiçbir yasal borcum olmadığını gördüm. Bu sebeple, t. S***** Hukuk'tan ya da buna benzer sahte hukuk büroları adı altında yerden hiçbir suçlamayı, adıma açılacak ya da açılmış olan hiçbir hesabı, kredi başvurusunu, para transferlerini, kumar işlemlerini, alım-satım, devir, kefil işlemlerini ve bahis işlemlerini onaylamıyorum, sorumluluk kabul etmiyorum. Hiçbir ceza dosyam bulunmamakta olup, bu tür bir mesajla karşı karşıya kaldım. Herhangi bir suçlamayı, adıma açılabilecek veya açılmış olan hesapları, kredi başvurularını, para transferlerini, kumar işlemlerini, alım-satım, devir, kefil ve bahis işlemlerini onaylamıyor ve hiçbir sorumluluk kabul etmiyorum"
